Unit,Quarter,Month,Quantity,Year,Booking_Month,Booking_Year
ECBU,Q3,APR,338,2012,1,2021
ECBU,Q3,FEB,316,2012,1,2021
ECBU,Q3,MAR,134,2012,1,2021
ECBU,Q4,JUL,12,2008,1,2018
ECBU,Q4,JUN,3,2008,1,2018
ECBU,Q4,JUL,211,2007,1,2019
ECBU,Q4,JUN,85,2007,1,2019
ECBU,Q4,MAY,98,2007,1,2019
ECBU,Q4,JUL,430,2011,1,2020
ECBU,Q4,JUN,289,2011,1,2020
ECBU,Q4,MAY,41,2011,1,2020
ECBU,Q4,JUL,866,2012,1,2021
ECBU,Q4,JUN,263,2012,1,2021
ECBU,Q4,MAY,280,2012,1,2021
ECBU,Q1,AUG,60,2007,1,2019
ECBU,Q1,OCT,69,2007,1,2019
ECBU,Q1,SEP,12,2007,1,2019
ECBU,Q1,AUG,41,2011,1,2020
ECBU,Q1,OCT,93,2011,1,2020
ECBU,Q1,SEP,28,2011,1,2020
ECBU,Q1,AUG,174,2012,1,2021
ECBU,Q1,OCT,62,2012,1,2021
ECBU,Q1,SEP,191,2012,1,2021
ECBU,Q1,AUG,46,2022,1,2022
ECBU,Q1,OCT,82,2022,1,2022
ECBU,Q1,SEP,159,2022,1,2022
ECBU,Q2,DEC,30,2007,1,2019
ECBU,Q2,JAN,50,2007,1,2019
ECBU,Q2,NOV,75,2007,1,2019
ECBU,Q2,DEC,107,2011,1,2020
ECBU,Q2,JAN,97,2011,1,2020
ECBU,Q2,NOV,68,2011,1,2020
ECBU,Q2,DEC,61,2012,1,2021
ECBU,Q2,JAN,213,2012,1,2021
ECBU,Q2,NOV,35,2012,1,2021
ECBU,Q2,DEC,502,2022,1,2022
ECBU,Q2,JAN,454,2022,1,2022
ECBU,Q2,NOV,228,2022,1,2022
ECBU,Q3,APR,41,2007,1,2019
ECBU,Q3,FEB,18,2007,1,2019
ECBU,Q3,MAR,76,2007,1,2019
ECBU,Q3,APR,329,2011,1,2020
ECBU,Q3,FEB,63,2011,1,2020
ECBU,Q3,MAR,40,2011,1,2020
ECBU,Q3,APR,175,2012,1,2021
ECBU,Q3,FEB,48,2012,1,2021
ECBU,Q3,MAR,141,2012,1,2021
ECBU,Q4,JUL,25,2008,1,2018
ECBU,Q4,JUN,3,2008,1,2018
ECBU,Q4,JUL,91,2007,1,2019
ECBU,Q4,JUN,9,2007,1,2019
ECBU,Q4,MAY,14,2007,1,2019
ECBU,Q4,JUL,208,2011,1,2020
ECBU,Q4,JUN,79,2011,1,2020
ECBU,Q4,MAY,132,2011,1,2020
ECBU,Q4,JUL,82,2012,1,2021
ECBU,Q4,JUN,121,2012,1,2021
ECBU,Q4,MAY,57,2012,1,2021
ECBU,Q1,AUG,180,2008,1,2018
ECBU,Q1,OCT,800,2008,1,2018
ECBU,Q1,SEP,1136,2008,1,2018
ECBU,Q1,AUG,6305,2007,1,2019
ECBU,Q1,OCT,9788,2007,1,2019
ECBU,Q1,SEP,3700,2007,1,2019
ECBU,Q1,AUG,8862,2011,1,2020
ECBU,Q1,OCT,22397,2011,1,2020
ECBU,Q1,SEP,16048,2011,1,2020
ECBU,Q1,AUG,29704,2012,1,2021
ECBU,Q1,OCT,33725,2012,1,2021
ECBU,Q1,SEP,29189,2012,1,2021
ECBU,Q1,AUG,35701,2022,1,2022
ECBU,Q1,OCT,55684,2022,1,2022
ECBU,Q1,SEP,39940,2022,1,2022
ECBU,Q2,DEC,2844,2008,1,2018
ECBU,Q2,JAN,1672,2008,1,2018
ECBU,Q2,NOV,1484,2008,1,2018
ECBU,Q2,DEC,15902,2007,1,2019
ECBU,Q2,JAN,14849,2007,1,2019
ECBU,Q2,NOV,11248,2007,1,2019
ECBU,Q2,DEC,19661,2011,1,2020
ECBU,Q2,JAN,32662,2011,1,2020
ECBU,Q2,NOV,13669,2011,1,2020
ECBU,Q2,DEC,31901,2012,1,2021
ECBU,Q2,JAN,30179,2012,1,2021
ECBU,Q2,NOV,12102,2012,1,2021
ECBU,Q2,DEC,94026,2022,1,2022
ECBU,Q2,JAN,64327,2022,1,2022
ECBU,Q2,NOV,34607,2022,1,2022
ECBU,Q3,APR,726,2002,1,2017
ECBU,Q3,APR,5337,2008,1,2018
ECBU,Q3,FEB,1414,2008,1,2018
ECBU,Q3,MAR,2531,2008,1,2018
ECBU,Q3,APR,4194,2007,1,2019
ECBU,Q3,FEB,13908,2007,1,2019
ECBU,Q3,MAR,8524,2007,1,2019
ECBU,Q3,APR,78912,2011,1,2020
ECBU,Q3,FEB,26965,2011,1,2020
ECBU,Q3,MAR,10754,2011,1,2020
ECBU,Q3,APR,44007,2012,1,2021
ECBU,Q3,FEB,28636,2012,1,2021
ECBU,Q3,MAR,33927,2012,1,2021
ECBU,Q4,JUL,370,2002,1,2017
ECBU,Q4,JUN,7289,2002,1,2017
ECBU,Q4,MAY,1906,2002,1,2017
ECBU,Q4,JUL,6963,2008,1,2018
ECBU,Q4,JUN,5002,2008,1,2018
ECBU,Q4,MAY,2109,2008,1,2018
ECBU,Q4,JUL,25858,2007,1,2019
ECBU,Q4,JUN,4250,2007,1,2019
ECBU,Q4,MAY,4838,2007,1,2019
ECBU,Q4,JUL,72066,2011,1,2020
ECBU,Q4,JUN,27684,2011,1,2020
ECBU,Q4,MAY,778,2011,1,2020
ECBU,Q4,JUL,75065,2012,1,2021
ECBU,Q4,JUN,13864,2012,1,2021
ECBU,Q4,MAY,28037,2012,1,2021
ECBU,Q1,AUG,21,2008,1,2018
ECBU,Q1,OCT,60,2008,1,2018
ECBU,Q1,SEP,76,2008,1,2018
ECBU,Q1,AUG,124,2007,1,2019
ECBU,Q1,OCT,250,2007,1,2019
ECBU,Q1,SEP,193,2007,1,2019
ECBU,Q1,AUG,101,2011,1,2020
ECBU,Q1,OCT,681,2011,1,2020
ECBU,Q1,SEP,304,2011,1,2020
ECBU,Q1,AUG,487,2012,1,2021
ECBU,Q1,OCT,253,2012,1,2021
ECBU,Q1,SEP,495,2012,1,2021
ECBU,Q1,AUG,777,2022,1,2022
ECBU,Q1,OCT,452,2022,1,2022
ECBU,Q1,SEP,697,2022,1,2022
ECBU,Q2,DEC,274,2008,1,2018
ECBU,Q2,JAN,375,2008,1,2018
ECBU,Q2,NOV,72,2008,1,2018
ECBU,Q2,DEC,402,2007,1,2019
ECBU,Q2,JAN,418,2007,1,2019
ECBU,Q2,NOV,311,2007,1,2019
ECBU,Q2,DEC,310,2011,1,2020
ECBU,Q2,JAN,827,2011,1,2020
ECBU,Q2,NOV,159,2011,1,2020
ECBU,Q2,DEC,1225,2012,1,2021
ECBU,Q2,JAN,407,2012,1,2021
ECBU,Q2,NOV,624,2012,1,2021
ECBU,Q2,DEC,578,2022,1,2022
ECBU,Q2,JAN,443,2022,1,2022
ECBU,Q2,NOV,703,2022,1,2022
ECBU,Q3,APR,322,2002,1,2017
ECBU,Q3,APR,342,2008,1,2018
ECBU,Q3,FEB,407,2008,1,2018
ECBU,Q3,MAR,373,2008,1,2018
ECBU,Q3,APR,8,2007,1,2019
ECBU,Q3,FEB,763,2007,1,2019
ECBU,Q3,MAR,323,2007,1,2019
ECBU,Q3,APR,1200,2011,1,2020
ECBU,Q3,FEB,788,2011,1,2020
ECBU,Q3,MAR,281,2011,1,2020
ECBU,Q3,APR,502,2012,1,2021
ECBU,Q3,FEB,875,2012,1,2021
ECBU,Q3,MAR,758,2012,1,2021
ECBU,Q4,JUL,138,2002,1,2017
ECBU,Q4,JUN,535,2002,1,2017
ECBU,Q4,MAY,62,2002,1,2017
ECBU,Q4,JUL,484,2008,1,2018
ECBU,Q4,JUN,207,2008,1,2018
ECBU,Q4,MAY,135,2008,1,2018
ECBU,Q4,JUL,689,2007,1,2019
ECBU,Q4,JUN,148,2007,1,2019
ECBU,Q4,MAY,208,2007,1,2019
ECBU,Q4,JUL,1522,2011,1,2020
ECBU,Q4,JUN,293,2011,1,2020
ECBU,Q4,MAY,48,2011,1,2020
ECBU,Q4,JUL,1394,2012,1,2021
ECBU,Q4,JUN,66,2012,1,2021
ECBU,Q4,MAY,441,2012,1,2021
ERBU,Q1,OCT,32,2007,1,2019
ERBU,Q1,SEP,1,2007,1,2019
ERBU,Q1,AUG,48,2011,1,2020
ERBU,Q1,OCT,86,2011,1,2020
ERBU,Q1,SEP,47,2011,1,2020
ERBU,Q1,AUG,56,2012,1,2021
ERBU,Q1,OCT,350,2012,1,2021
ERBU,Q1,SEP,35,2012,1,2021
ERBU,Q1,AUG,190,2022,1,2022
ERBU,Q1,OCT,426,2022,1,2022
ERBU,Q1,SEP,122,2022,1,2022
ERBU,Q2,DEC,15,2007,1,2019
ERBU,Q2,JAN,41,2007,1,2019
ERBU,Q2,NOV,1,2007,1,2019
ERBU,Q2,DEC,109,2011,1,2020
ERBU,Q2,JAN,444,2011,1,2020
ERBU,Q2,NOV,102,2011,1,2020
ERBU,Q2,DEC,182,2012,1,2021
ERBU,Q2,JAN,158,2012,1,2021
ERBU,Q2,NOV,131,2012,1,2021
ERBU,Q2,DEC,352,2022,1,2022
ERBU,Q2,JAN,372,2022,1,2022
ERBU,Q2,NOV,39,2022,1,2022
ERBU,Q3,APR,102,2007,1,2019
ERBU,Q3,FEB,19,2007,1,2019
ERBU,Q3,MAR,30,2007,1,2019
ERBU,Q3,APR,96,2011,1,2020
ERBU,Q3,FEB,26,2011,1,2020
ERBU,Q3,MAR,70,2011,1,2020
ERBU,Q3,APR,180,2012,1,2021
ERBU,Q3,FEB,88,2012,1,2021
ERBU,Q3,MAR,1344,2012,1,2021
ERBU,Q4,JUL,61,2007,1,2019
ERBU,Q4,JUN,36,2007,1,2019
ERBU,Q4,MAY,19,2007,1,2019
ERBU,Q4,JUL,371,2011,1,2020
ERBU,Q4,JUN,62,2011,1,2020
ERBU,Q4,MAY,42,2011,1,2020
ERBU,Q4,JUL,294,2012,1,2021
ERBU,Q4,JUN,136,2012,1,2021
ERBU,Q4,MAY,217,2012,1,2021
ERBU,Q1,OCT,76,2007,1,2019
ERBU,Q1,SEP,2,2007,1,2019
ERBU,Q1,AUG,49,2011,1,2020
ERBU,Q1,OCT,318,2011,1,2020
ERBU,Q1,SEP,135,2011,1,2020
ERBU,Q1,AUG,3,2012,1,2021
ERBU,Q1,OCT,250,2012,1,2021
ERBU,Q1,SEP,41,2012,1,2021
ERBU,Q1,AUG,201,2022,1,2022
ERBU,Q1,OCT,624,2022,1,2022
ERBU,Q1,SEP,138,2022,1,2022
ERBU,Q2,DEC,43,2007,1,2019
ERBU,Q2,JAN,78,2007,1,2019
ERBU,Q2,NOV,13,2007,1,2019
ERBU,Q2,DEC,117,2011,1,2020
ERBU,Q2,JAN,318,2011,1,2020
ERBU,Q2,NOV,196,2011,1,2020
ERBU,Q2,DEC,344,2012,1,2021
ERBU,Q2,JAN,329,2012,1,2021
ERBU,Q2,NOV,114,2012,1,2021
ERBU,Q2,DEC,142,2022,1,2022
ERBU,Q2,JAN,921,2022,1,2022
ERBU,Q2,NOV,199,2022,1,2022
ERBU,Q3,APR,147,2007,1,2019
ERBU,Q3,FEB,226,2007,1,2019
ERBU,Q3,MAR,57,2007,1,2019
ERBU,Q3,APR,324,2011,1,2020
ERBU,Q3,FEB,112,2011,1,2020
ERBU,Q3,MAR,48,2011,1,2020
ERBU,Q3,APR,106,2012,1,2021
ERBU,Q3,FEB,100,2012,1,2021
ERBU,Q3,MAR,229,2012,1,2021
ERBU,Q4,JUL,460,2007,1,2019
ERBU,Q4,JUN,70,2007,1,2019
ERBU,Q4,MAY,105,2007,1,2019
ERBU,Q4,JUL,686,2011,1,2020
ERBU,Q4,JUN,106,2011,1,2020
ERBU,Q4,MAY,115,2011,1,2020
ERBU,Q4,JUL,513,2012,1,2021
ERBU,Q4,JUN,302,2012,1,2021
ERBU,Q4,MAY,178,2012,1,2021
ERBU,Q1,AUG,94,2022,1,2016
ERBU,Q1,OCT,110,2022,1,2016
ERBU,Q1,SEP,84,2022,1,2016
ERBU,Q1,AUG,57,2002,1,2017
ERBU,Q1,OCT,494,2002,1,2017
ERBU,Q1,SEP,77,2002,1,2017
ERBU,Q1,AUG,55,2008,1,2018
ERBU,Q1,OCT,491,2008,1,2018
ERBU,Q1,SEP,108,2008,1,2018
ERBU,Q1,AUG,517,2007,1,2019
ERBU,Q1,OCT,435,2007,1,2019
ERBU,Q1,SEP,506,2007,1,2019
ERBU,Q1,AUG,262,2011,1,2020
ERBU,Q1,OCT,169,2011,1,2020
ERBU,Q1,SEP,119,2011,1,2020
ERBU,Q1,AUG,44,2012,1,2021
ERBU,Q1,OCT,141,2012,1,2021
ERBU,Q1,SEP,89,2012,1,2021
ERBU,Q1,AUG,0,2022,1,2022
ERBU,Q1,OCT,23,2022,1,2022
ERBU,Q1,SEP,110,2022,1,2022
ERBU,Q2,JAN,41,2015,1,2015
ERBU,Q2,DEC,120,2022,1,2016
ERBU,Q2,JAN,156,2022,1,2016
ERBU,Q2,NOV,135,2022,1,2016
ERBU,Q2,DEC,202,2002,1,2017
ERBU,Q2,JAN,320,2002,1,2017
ERBU,Q2,NOV,108,2002,1,2017
ERBU,Q2,DEC,291,2008,1,2018
ERBU,Q2,JAN,546,2008,1,2018
ERBU,Q2,NOV,115,2008,1,2018
ERBU,Q2,DEC,204,2007,1,2019
ERBU,Q2,JAN,114,2007,1,2019
ERBU,Q2,NOV,194,2007,1,2019
ERBU,Q2,DEC,105,2011,1,2020
ERBU,Q2,JAN,263,2011,1,2020
ERBU,Q2,NOV,133,2011,1,2020
ERBU,Q2,DEC,321,2012,1,2021
ERBU,Q2,JAN,67,2012,1,2021
ERBU,Q2,NOV,37,2012,1,2021
ERBU,Q2,DEC,76,2022,1,2022
ERBU,Q2,JAN,33,2022,1,2022
ERBU,Q2,NOV,376,2022,1,2022
ERBU,Q3,APR,43,2015,1,2015
ERBU,Q3,FEB,14,2015,1,2015
ERBU,Q3,MAR,53,2015,1,2015
ERBU,Q3,APR,188,2022,1,2016
ERBU,Q3,FEB,35,2022,1,2016
ERBU,Q3,MAR,66,2022,1,2016
ERBU,Q3,APR,354,2002,1,2017
ERBU,Q3,FEB,522,2002,1,2017
ERBU,Q3,MAR,191,2002,1,2017
ERBU,Q3,APR,558,2008,1,2018
ERBU,Q3,FEB,289,2008,1,2018
ERBU,Q3,MAR,108,2008,1,2018
ERBU,Q3,APR,418,2007,1,2019
ERBU,Q3,FEB,134,2007,1,2019
ERBU,Q3,MAR,377,2007,1,2019
ERBU,Q3,APR,161,2011,1,2020
ERBU,Q3,FEB,60,2011,1,2020
ERBU,Q3,MAR,108,2011,1,2020
ERBU,Q3,APR,106,2012,1,2021
ERBU,Q3,FEB,16,2012,1,2021
ERBU,Q3,MAR,46,2012,1,2021
ERBU,Q4,JUL,22,2015,1,2015
ERBU,Q4,JUN,20,2015,1,2015
ERBU,Q4,MAY,9,2015,1,2015
ERBU,Q4,JUL,239,2002,1,2017
ERBU,Q4,JUN,515,2002,1,2017
ERBU,Q4,MAY,316,2002,1,2017
ERBU,Q4,JUL,237,2008,1,2018
ERBU,Q4,JUN,265,2008,1,2018
ERBU,Q4,MAY,194,2008,1,2018
ERBU,Q4,JUL,284,2007,1,2019
ERBU,Q4,JUN,131,2007,1,2019
ERBU,Q4,MAY,118,2007,1,2019
ERBU,Q4,JUL,290,2011,1,2020
ERBU,Q4,JUN,155,2011,1,2020
ERBU,Q4,MAY,86,2011,1,2020
ERBU,Q4,JUL,109,2012,1,2021
ERBU,Q4,JUN,103,2012,1,2021
ERBU,Q4,MAY,4,2012,1,2021
ERBU,Q1,AUG,43,2022,1,2016
ERBU,Q1,OCT,145,2022,1,2016
ERBU,Q1,SEP,106,2022,1,2016
ERBU,Q1,AUG,84,2002,1,2017
ERBU,Q1,OCT,616,2002,1,2017
ERBU,Q1,SEP,72,2002,1,2017
ERBU,Q1,AUG,61,2008,1,2018
ERBU,Q1,OCT,295,2008,1,2018
ERBU,Q1,SEP,253,2008,1,2018
ERBU,Q1,AUG,205,2007,1,2019
ERBU,Q1,OCT,296,2007,1,2019
ERBU,Q1,SEP,135,2007,1,2019
ERBU,Q1,AUG,64,2011,1,2020
ERBU,Q1,OCT,163,2011,1,2020
ERBU,Q1,SEP,140,2011,1,2020
ERBU,Q1,AUG,16,2012,1,2021
ERBU,Q1,OCT,49,2012,1,2021
ERBU,Q1,SEP,13,2012,1,2021
ERBU,Q1,AUG,30,2022,1,2022
ERBU,Q1,OCT,139,2022,1,2022
ERBU,Q1,SEP,97,2022,1,2022
ERBU,Q2,JAN,11,2015,1,2015
ERBU,Q2,DEC,92,2022,1,2016
ERBU,Q2,JAN,92,2022,1,2016
ERBU,Q2,NOV,24,2022,1,2016
ERBU,Q2,DEC,93,2002,1,2017
ERBU,Q2,JAN,248,2002,1,2017
ERBU,Q2,NOV,41,2002,1,2017
ERBU,Q2,DEC,210,2008,1,2018
ERBU,Q2,JAN,794,2008,1,2018
ERBU,Q2,NOV,132,2008,1,2018
ERBU,Q2,DEC,133,2007,1,2019
ERBU,Q2,JAN,239,2007,1,2019
ERBU,Q2,NOV,259,2007,1,2019
ERBU,Q2,DEC,80,2011,1,2020
ERBU,Q2,JAN,236,2011,1,2020
ERBU,Q2,NOV,83,2011,1,2020
ERBU,Q2,DEC,95,2012,1,2021
ERBU,Q2,JAN,136,2012,1,2021
ERBU,Q2,NOV,45,2012,1,2021
ERBU,Q2,DEC,41,2022,1,2022
ERBU,Q2,JAN,50,2022,1,2022
ERBU,Q2,NOV,77,2022,1,2022
ERBU,Q3,APR,77,2015,1,2015
ERBU,Q3,FEB,49,2015,1,2015
ERBU,Q3,MAR,78,2015,1,2015
ERBU,Q3,APR,142,2022,1,2016
ERBU,Q3,FEB,69,2022,1,2016
ERBU,Q3,MAR,104,2022,1,2016
ERBU,Q3,APR,497,2002,1,2017
ERBU,Q3,FEB,122,2002,1,2017
ERBU,Q3,MAR,350,2002,1,2017
ERBU,Q3,APR,982,2008,1,2018
ERBU,Q3,FEB,203,2008,1,2018
ERBU,Q3,MAR,237,2008,1,2018
ERBU,Q3,APR,430,2007,1,2019
ERBU,Q3,FEB,91,2007,1,2019
ERBU,Q3,MAR,236,2007,1,2019
ERBU,Q3,APR,211,2011,1,2020
ERBU,Q3,FEB,72,2011,1,2020
ERBU,Q3,MAR,92,2011,1,2020
ERBU,Q3,APR,48,2012,1,2021
ERBU,Q3,FEB,66,2012,1,2021
ERBU,Q3,MAR,107,2012,1,2021
ERBU,Q4,JUL,61,2015,1,2015
ERBU,Q4,JUN,29,2015,1,2015
ERBU,Q4,MAY,12,2015,1,2015
ERBU,Q4,JUL,678,2002,1,2017
ERBU,Q4,JUN,167,2002,1,2017
ERBU,Q4,MAY,38,2002,1,2017
ERBU,Q4,JUL,384,2008,1,2018
ERBU,Q4,JUN,31,2008,1,2018
ERBU,Q4,MAY,111,2008,1,2018
ERBU,Q4,JUL,285,2007,1,2019
ERBU,Q4,JUN,101,2007,1,2019
ERBU,Q4,MAY,111,2007,1,2019
ERBU,Q4,JUL,82,2011,1,2020
ERBU,Q4,JUN,41,2011,1,2020
ERBU,Q4,MAY,39,2011,1,2020
ERBU,Q4,JUL,106,2012,1,2021
ERBU,Q4,JUN,26,2012,1,2021
ERBU,Q4,MAY,25,2012,1,2021
ERBU,Q1,AUG,15,2022,1,2016
ERBU,Q1,OCT,116,2022,1,2016
ERBU,Q1,SEP,6,2022,1,2016
ERBU,Q1,AUG,6,2002,1,2017
ERBU,Q1,OCT,64,2002,1,2017
ERBU,Q1,SEP,18,2002,1,2017
ERBU,Q1,AUG,19,2008,1,2018
ERBU,Q1,OCT,83,2008,1,2018
ERBU,Q1,SEP,35,2008,1,2018
ERBU,Q1,AUG,45,2007,1,2019
ERBU,Q1,OCT,56,2007,1,2019
ERBU,Q1,SEP,79,2007,1,2019
ERBU,Q1,AUG,45,2011,1,2020
ERBU,Q1,OCT,80,2011,1,2020
ERBU,Q1,SEP,68,2011,1,2020
ERBU,Q1,AUG,3,2012,1,2021
ERBU,Q1,OCT,39,2012,1,2021
ERBU,Q1,SEP,59,2012,1,2021
ERBU,Q1,AUG,32,2022,1,2022
ERBU,Q1,OCT,54,2022,1,2022
ERBU,Q1,SEP,61,2022,1,2022
ERBU,Q2,DEC,56,2022,1,2016
ERBU,Q2,JAN,190,2022,1,2016
ERBU,Q2,NOV,49,2022,1,2016
ERBU,Q2,DEC,94,2002,1,2017
ERBU,Q2,JAN,192,2002,1,2017
ERBU,Q2,NOV,18,2002,1,2017
ERBU,Q2,DEC,15,2008,1,2018
ERBU,Q2,JAN,222,2008,1,2018
ERBU,Q2,NOV,46,2008,1,2018
ERBU,Q2,DEC,91,2007,1,2019
ERBU,Q2,JAN,198,2007,1,2019
ERBU,Q2,NOV,113,2007,1,2019
ERBU,Q2,DEC,92,2011,1,2020
ERBU,Q2,JAN,156,2011,1,2020
ERBU,Q2,NOV,53,2011,1,2020
ERBU,Q2,DEC,8,2012,1,2021
ERBU,Q2,JAN,35,2012,1,2021
ERBU,Q2,NOV,37,2012,1,2021
ERBU,Q2,DEC,146,2022,1,2022
ERBU,Q2,JAN,30,2022,1,2022
ERBU,Q2,NOV,106,2022,1,2022
ERBU,Q3,APR,63,2015,1,2015
ERBU,Q3,APR,138,2022,1,2016
ERBU,Q3,FEB,152,2022,1,2016
ERBU,Q3,MAR,42,2022,1,2016
ERBU,Q3,APR,172,2002,1,2017
ERBU,Q3,FEB,54,2002,1,2017
ERBU,Q3,MAR,99,2002,1,2017
ERBU,Q3,APR,162,2008,1,2018
ERBU,Q3,FEB,94,2008,1,2018
ERBU,Q3,MAR,95,2008,1,2018
ERBU,Q3,APR,71,2007,1,2019
ERBU,Q3,FEB,13,2007,1,2019
ERBU,Q3,MAR,87,2007,1,2019
ERBU,Q3,APR,110,2011,1,2020
ERBU,Q3,FEB,55,2011,1,2020
ERBU,Q3,MAR,51,2011,1,2020
ERBU,Q3,APR,176,2012,1,2021
ERBU,Q3,FEB,53,2012,1,2021
ERBU,Q3,MAR,26,2012,1,2021
ERBU,Q4,JUL,26,2015,1,2015
ERBU,Q4,JUN,222,2015,1,2015
ERBU,Q4,MAY,3,2015,1,2015
ERBU,Q4,JUL,110,2002,1,2017
ERBU,Q4,JUN,38,2002,1,2017
ERBU,Q4,MAY,62,2002,1,2017
ERBU,Q4,JUL,86,2008,1,2018
ERBU,Q4,JUN,72,2008,1,2018
ERBU,Q4,MAY,80,2008,1,2018
ERBU,Q4,JUL,71,2007,1,2019
ERBU,Q4,JUN,21,2007,1,2019
ERBU,Q4,MAY,90,2007,1,2019
ERBU,Q4,JUL,13,2011,1,2020
ERBU,Q4,JUN,62,2011,1,2020
ERBU,Q4,MAY,24,2011,1,2020
ERBU,Q4,JUL,56,2012,1,2021
ERBU,Q4,JUN,48,2012,1,2021
ERBU,Q4,MAY,36,2012,1,2021
ERBU,Q1,AUG,2,2008,1,2018
ERBU,Q1,OCT,179,2008,1,2018
ERBU,Q1,SEP,13,2008,1,2018
ERBU,Q1,AUG,92,2007,1,2019
ERBU,Q1,OCT,127,2007,1,2019
ERBU,Q1,SEP,37,2007,1,2019
ERBU,Q1,AUG,53,2011,1,2020
ERBU,Q1,OCT,239,2011,1,2020
ERBU,Q1,SEP,166,2011,1,2020
ERBU,Q1,AUG,46,2012,1,2021
ERBU,Q1,OCT,230,2012,1,2021
ERBU,Q1,SEP,88,2012,1,2021
ERBU,Q1,AUG,114,2022,1,2022
ERBU,Q1,OCT,300,2022,1,2022
ERBU,Q1,SEP,34,2022,1,2022
ERBU,Q2,DEC,114,2008,1,2018
ERBU,Q2,JAN,117,2008,1,2018
ERBU,Q2,NOV,62,2008,1,2018
ERBU,Q2,DEC,118,2007,1,2019
ERBU,Q2,JAN,193,2007,1,2019
ERBU,Q2,NOV,140,2007,1,2019
ERBU,Q2,DEC,131,2011,1,2020
ERBU,Q2,JAN,145,2011,1,2020
ERBU,Q2,NOV,99,2011,1,2020
ERBU,Q2,DEC,132,2012,1,2021
ERBU,Q2,JAN,112,2012,1,2021
ERBU,Q2,NOV,41,2012,1,2021
ERBU,Q2,DEC,36,2022,1,2022
ERBU,Q2,JAN,240,2022,1,2022
ERBU,Q2,NOV,61,2022,1,2022
ERBU,Q3,APR,1,2002,1,2017
ERBU,Q3,FEB,0,2002,1,2017
ERBU,Q3,MAR,31,2002,1,2017
ERBU,Q3,APR,240,2008,1,2018
ERBU,Q3,FEB,159,2008,1,2018
ERBU,Q3,MAR,117,2008,1,2018
ERBU,Q3,APR,476,2007,1,2019
ERBU,Q3,FEB,72,2007,1,2019
ERBU,Q3,MAR,110,2007,1,2019
ERBU,Q3,APR,418,2011,1,2020
ERBU,Q3,FEB,271,2011,1,2020
ERBU,Q3,MAR,150,2011,1,2020
ERBU,Q3,APR,211,2012,1,2021
ERBU,Q3,FEB,68,2012,1,2021
ERBU,Q3,MAR,178,2012,1,2021
ERBU,Q4,JUL,40,2002,1,2017
ERBU,Q4,JUN,8,2002,1,2017
ERBU,Q4,MAY,16,2002,1,2017
ERBU,Q4,JUL,320,2008,1,2018
ERBU,Q4,JUN,101,2008,1,2018
ERBU,Q4,MAY,40,2008,1,2018
ERBU,Q4,JUL,531,2007,1,2019
ERBU,Q4,JUN,197,2007,1,2019
ERBU,Q4,MAY,68,2007,1,2019
ERBU,Q4,JUL,336,2011,1,2020
ERBU,Q4,JUN,164,2011,1,2020
ERBU,Q4,MAY,106,2011,1,2020
ERBU,Q4,JUL,190,2012,1,2021
ERBU,Q4,JUN,194,2012,1,2021
ERBU,Q4,MAY,76,2012,1,2021
ERBU,Q1,AUG,0,2012,1,2021
ERBU,Q1,OCT,35,2012,1,2021
ERBU,Q1,SEP,5,2012,1,2021
ERBU,Q1,AUG,0,2022,1,2022
ERBU,Q1,OCT,13,2022,1,2022
ERBU,Q1,SEP,5,2022,1,2022
ERBU,Q2,JAN,100,2011,1,2020
ERBU,Q2,DEC,0,2012,1,2021
ERBU,Q2,JAN,106,2012,1,2021
ERBU,Q2,NOV,0,2012,1,2021
ERBU,Q2,DEC,13,2022,1,2022
ERBU,Q2,JAN,11,2022,1,2022
ERBU,Q2,NOV,0,2022,1,2022
ERBU,Q3,APR,0,2011,1,2020
ERBU,Q3,FEB,4,2011,1,2020
ERBU,Q3,MAR,0,2011,1,2020
ERBU,Q3,APR,3,2012,1,2021
ERBU,Q3,FEB,16,2012,1,2021
ERBU,Q3,MAR,19,2012,1,2021
ERBU,Q4,JUL,0,2011,1,2020
ERBU,Q4,JUN,0,2011,1,2020
ERBU,Q4,MAY,0,2011,1,2020
ERBU,Q4,JUL,8,2012,1,2021
ERBU,Q4,JUN,17,2012,1,2021
ERBU,Q4,MAY,25,2012,1,2021
ERBU,Q1,AUG,43,2007,1,2019
ERBU,Q1,OCT,160,2007,1,2019
ERBU,Q1,SEP,51,2007,1,2019
ERBU,Q1,AUG,30,2011,1,2020
ERBU,Q1,OCT,207,2011,1,2020
ERBU,Q1,SEP,67,2011,1,2020
ERBU,Q1,AUG,99,2012,1,2021
ERBU,Q1,OCT,224,2012,1,2021
ERBU,Q1,SEP,148,2012,1,2021
ERBU,Q1,AUG,54,2022,1,2022
ERBU,Q1,OCT,308,2022,1,2022
ERBU,Q1,SEP,137,2022,1,2022
ERBU,Q2,JAN,1,2008,1,2018
ERBU,Q2,DEC,118,2007,1,2019
ERBU,Q2,JAN,139,2007,1,2019
ERBU,Q2,NOV,196,2007,1,2019
ERBU,Q2,DEC,155,2011,1,2020
ERBU,Q2,JAN,114,2011,1,2020
ERBU,Q2,NOV,159,2011,1,2020
ERBU,Q2,DEC,129,2012,1,2021
ERBU,Q2,JAN,289,2012,1,2021
ERBU,Q2,NOV,123,2012,1,2021
